Open,High,Low,Close,Volume,Dividends,Stock Splits
149.98712698991974,154.22572509887632,149.47454848721353,153.6244354248047,76161100,0.0,0.0
153.8511391851991,154.50171782493953,152.07684064085686,152.78656005859375,98944600,0.0,0.0
152.85556893212473,155.5662982460434,151.94869352566715,155.15228271484375,73641400,0.0,0.0
155.0734600878072,157.1237442200261,154.3045847371103,157.00546264648438,73938300,0.0,0.0
157.02513511228065,159.8245751633318,155.5564074952064,155.5761260986328,75701800,0.0,0.0
156.5618527096425,159.2430113419942,155.4282660956086,156.66041564941406,67622100,0.0,0.0
156.59142861861952,158.0502895303303,155.59585715875076,157.96157836914062,59196500,0.0,0.0
157.6560126824132,158.47416184588545,155.61556566491817,156.01971435546875,52390300,0.0,0.0
155.71413440722972,156.22671283698608,153.75254688783264,155.39869689941406,45992200,0.0,0.0
157.09416533498404,158.75018247951246,157.07446176772007,158.47418212890625,51305700,0.0,0.0
159.22330893800608,160.1498879032855,158.96702721945866,160.0414581298828,49501700,0.0,0.0
160.1203040734608,162.64374399803975,159.59787385661696,162.545166015625,68749800,0.0,0.0
161.92421157763323,163.91535493872908,161.87492257463953,163.7970733642578,56976200,0.0,0.0
164.22091988909426,164.45748300799937,162.75219201536794,163.2647705078125,46278300,0.0,0.0
162.38746386000238,162.69303455117807,159.489445623491,161.42144775390625,51511700,0.0,0.0
160.11047335808198,162.60435849941234,159.6866210280676,162.3086395263672,45390100,0.0,0.0
159.11488161033475,159.71617126464844,157.7940207437735,159.71617126464844,47716900,0.0,0.0
160.03162242596915,160.0414742096721,158.21788648492154,158.50375366210938,47644200,0.0,0.0
158.9177218890988,159.74572277857914,157.49828319805357,157.813720703125,50133100,0.0,0.0
159.3218986080038,163.43234843413578,159.11489082873655,163.19577026367188,68445600,0.0,0.0
162.23962776220338,163.94493394539444,161.48063430124813,162.8507843017578,49386500,0.0,0.0
162.73248322378927,163.02820218114718,161.6876226098968,162.8704833984375,41516200,0.0,0.0
163.72803148121778,165.01932174992547,163.28444562876558,164.09274291992188,49923000,0.0,0.0
